PSCGuid,CodeDescription,Code,Level1,Level1Category,Level2,Level2Category
{41914DE2-54BC-47D8-AFC1-0AA3DA43D118},AD42 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD42,17,Research and Development,17.3,Technology Base
{F845D49F-33A6-48C8-ABB3-0B0161089155},AD43 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT)),AD43,17,Research and Development,17.1,Systems Development
{52921DEC-8C68-4538-BFAA-0B0DCD9E5B42},AD44 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT)),AD44,17,Research and Development,17.1,Systems Development
{78ADA706-6767-43C9-8980-0B204F5C3586},AD45 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT)),AD45,17,Research and Development,17.2,Operational Systems Development
{81A540A5-04ED-4EA6-B7BB-0B36A1FE9376},AD46 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (MANAGEMENT/SUPPORT)),AD46,2,Professional Services,2.3,Management Advisory Services
{F5A8C918-CB30-41F0-A6F3-0B38B9D34FB2},AD47 R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),AD47,17,Research and Development,17.4,Commericalization
{0A2323D4-4C28-40BF-AD74-0B57FD8820FB},AD51 (R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH)),AD51,17,Research and Development,17.3,Technology Base
{9F68EEC3-5A31-49E0-9EA1-0B654B1D29BD},AD52 (R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD52,17,Research and Development,17.3,Technology Base
{EAD9A031-ADD5-439A-B192-0B740C4614BA},AD53 (R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ADVANCED DEVELOPMENT)),AD53,17,Research and Development,17.1,Systems Development
{EF1FA463-B3D3-4A7F-9EE4-0B78FB4263F2},AD54 R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ENGINEERING DEVELOPMENT),AD54,17,Research and Development,17.1,Systems Development
{E0DEE108-3508-4425-BB12-0B79D25E59F8},AD55 (R&D- DEFENSE OTHER: FUELS/LUBRICANTS (OPERATIONAL SYSTEMS DEVELOPMENT)),AD55,17,Research and Development,17.2,Operational Systems Development
{959BD45F-2EFB-4302-8573-0BB1132FFB66},AD56 R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT),AD56,2,Professional Services,2.3,Management Advisory Services
{19DC6236-D60D-4242-AA81-0BC2D5F05CEE},AD57 R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED),AD57,17,Research and Development,17.4,Commericalization
{7569ACAF-5731-49F5-BDA9-0BCF855B95A9},AD61 (R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH)),AD61,17,Research and Development,17.3,Technology Base
{484D2C95-38F2-42DB-8A6D-0C267B22925C},AD62 (R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD62,17,Research and Development,17.3,Technology Base
{4C6EF898-8F29-4E0F-966F-0C31DDD0A5D6},AD63 (R&D- DEFENSE OTHER: CONSTRUCTION (ADVANCED DEVELOPMENT)),AD63,17,Research and Development,17.1,Systems Development
{D85813D8-DEEE-4076-80FC-0C409331C599},AD64 (R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT)),AD64,17,Research and Development,17.1,Systems Development
{D2E0DEA5-0DC2-4F97-9C6F-0C4ED505B0B8},AD65 (R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT)),AD65,17,Research and Development,17.2,Operational Systems Development
{85B2F0D8-DBB0-44B8-B999-0C56D70E1B74},AD66 (R&D- DEFENSE OTHER: CONSTRUCTION (MANAGEMENT/SUPPORT)),AD66,2,Professional Services,2.3,Management Advisory Services
{FFC0ACE4-4383-46AB-985A-0C7798F3F300},AD67 (R&D- DEFENSE OTHER: CONSTRUCTION (COMMERCIALIZED)),AD67,17,Research and Development,17.4,Commericalization
{29619FA8-2A11-470E-8ED4-0C79F5CDB341},AD91 (R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH)),AD91,17,Research and Development,17.3,Technology Base
{BFCA150C-0BEC-4AA0-828C-0C81090D6BB1},AD92 (R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD92,17,Research and Development,17.3,Technology Base
{2E6757EA-C1E4-4F02-B382-0C8AF6ADED13},AD93 (R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)),AD93,17,Research and Development,17.1,Systems Development
{104949D3-12FB-4482-88B4-0C9070D0FD7C},AD94 (R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)),AD94,17,Research and Development,17.1,Systems Development
{CD40594C-A89E-4244-9217-0CAE55F1C09D},AD95 (R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)),AD95,17,Research and Development,17.2,Operational Systems Development
{F73CC4F4-EF5C-4086-BDC3-0CC521D0A89C},AD96 (R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT)),AD96,2,Professional Services,2.3,Management Advisory Services
{49B9C941-7E25-4A3A-AA27-0CCB7D9F3550},AD97 (R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED)),AD97,17,Research and Development,17.4,Commericalization
{F773D76C-BC52-4FDE-9A06-0D0FFF290F02},AE11 (R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH)),AE11,17,Research and Development,17.3,Technology Base
{8947C88A-29CC-44C0-8FAC-0D40139C3A58},AE12 (R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AE12,17,Research and Development,17.3,Technology Base
{7B1BEFC4-24FE-4C0A-AA33-0D70C5B68BBB},AE13 R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),AE13,17,Research and Development,17.1,Systems Development
{9EA6ECD7-D355-430E-A802-0D83C7B6D933},AE14 R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ENGINEERING DEVELOPMENT),AE14,17,Research and Development,17.1,Systems Development
{2D4934F0-B3B8-4651-92EC-0D8EB3D57DA9},AE15 R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (OPERATIONAL SYSTEMS DEVELOPMENT),AE15,17,Research and Development,17.2,Operational Systems Development
{2BA7D7DA-3D34-47B8-8FBB-0DE80471C60A},AE16 R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (MANAGEMENT/SUPPORT),AE16,2,Professional Services,2.3,Management Advisory Services
{CC0733CD-E670-4264-97D3-0DF715AD0343},AE17 R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (COMMERCIALIZED),AE17,17,Research and Development,17.4,Commericalization
{C9D5DF5B-E22F-4698-8CD1-0E0DBFE211D2},AE21 (R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH)),AE21,17,Research and Development,17.3,Technology Base
{702A7958-CC75-4871-81A6-0E14077AF858},AE22 (R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AE22,17,Research and Development,17.3,Technology Base
{E0A01715-4C8C-4482-A07B-0E27CB5AF64D},AE23 R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT),AE23,17,Research and Development,17.1,Systems Development
{081EAAF3-A247-4DF8-B849-0E6CF50E431B},AE24 (R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT)),AE24,17,Research and Development,17.1,Systems Development
{812C805E-A858-40CE-9697-0E8BBFD0BBF0},AE25 (R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (OPERATIONAL SYSTEMS DEVELOPMENT)),AE25,17,Research and Development,17.2,Operational Systems Development
{40357CBB-7460-47F8-A8A6-0E91B4636480},AE26 (R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT)),AE26,2,Professional Services,2.3,Management Advisory Services
{492CFBD2-779D-49CD-90B3-0E9BF4D8857C},AE27 R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (COMMERCIALIZED),AE27,17,Research and Development,17.4,Commericalization
{C9B1753C-1BD3-40A2-B061-0EE04A5BAE40},AE31 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH)),AE31,17,Research and Development,17.3,Technology Base
{576D898D-EB95-4D52-AE7D-0EECE2B1E472},AE32 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AE32,17,Research and Development,17.3,Technology Base
{E738F49B-7545-4EE3-8C54-0F01E3A4CB6B},AE33 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ADVANCED DEVELOPMENT)),AE33,17,Research and Development,17.1,Systems Development
{AADC5AEC-7566-404B-BC77-0F04F6F36DC2},AE34 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT)),AE34,17,Research and Development,17.1,Systems Development
{155DE7F3-16B5-4AF6-9777-0F05037D5536},AE35 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT)),AE35,17,Research and Development,17.2,Operational Systems Development
{AE464BAA-7F80-4D63-A4A3-0F07D8CE83CB},AE36 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT)),AE36,2,Professional Services,2.3,Management Advisory Services
{CDAD67AB-FB6A-4715-B3A0-0F0F7CA70FFE},AE37 (R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (COMMERCIALIZED)),AE37,17,Research and Development,17.4,Commericalization
{932C4CAC-69D6-408C-A86F-0F1D23C380D1},AE91 (R&D- ECONOMIC GROWTH: OTHER (BASIC RESEARCH)),AE91,17,Research and Development,17.3,Technology Base
{C5FBE5BC-D771-4332-9906-0F3F14594F6A},AE92 (R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AE92,17,Research and Development,17.3,Technology Base
{0A16EC49-6A4E-4722-9DF4-0F7AADA72CEC},AE93 (R&D- ECONOMIC GROWTH: OTHER (ADVANCED DEVELOPMENT)),AE93,17,Research and Development,17.1,Systems Development
{FDB0F58A-40F3-4465-9901-0F82C7418940},AE94 R&D- ECONOMIC GROWTH: OTHER (ENGINEERING DEVELOPMENT),AE94,17,Research and Development,17.1,Systems Development
{9F34290B-1E05-41C3-8EDC-0FD1612A78FD},AE95 R&D- ECONOMIC GROWTH: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),AE95,17,Research and Development,17.2,Operational Systems Development
{964F0543-516F-43D0-B940-0FD4BD44B871},AE96 (R&D- ECONOMIC GROWTH: OTHER (MANAGEMENT/SUPPORT)),AE96,2,Professional Services,2.3,Management Advisory Services
{6A92971B-7ACE-497D-9DC4-0FF644AE19B0},AE97 R&D- ECONOMIC GROWTH: OTHER (COMMERCIALIZED),AE97,17,Research and Development,17.4,Commericalization
{7467A5AD-8EBA-4FFE-9D09-10155EAE5B31},AF11 (R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)),AF11,17,Research and Development,17.3,Technology Base
{72C9746C-2913-460B-B3D9-10169343B4EE},AF12 (R&D- EDUCATION: EDUCATIONAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AF12,17,Research and Development,17.3,Technology Base
{B0346375-0846-4511-83DF-101D86D11A0A},AF13 (R&D- EDUCATION: EDUCATIONAL (ADVANCED DEVELOPMENT)),AF13,17,Research and Development,17.1,Systems Development
{5CA9AC8D-7440-4EF2-B43B-10252D0D3492},AF14 (R&D- EDUCATION: EDUCATIONAL (ENGINEERING DEVELOPMENT)),AF14,17,Research and Development,17.1,Systems Development
{402ADE5C-3920-44E8-920F-10262D03C749},AF15 (R&D- EDUCATION: EDUCATIONAL (OPERATIONAL SYSTEMS DEVELOPMENT)),AF15,17,Research and Development,17.2,Operational Systems Development
{302D1652-1734-4D62-9874-1027AACB08C6},AF16 (R&D- EDUCATION: EDUCATIONAL (MANAGEMENT/SUPPORT)),AF16,9,Human Capital,9.6,Talent Development
{6C3FFE26-CA4D-43FE-86B2-10759BBEAEB7},AF17 (R&D- EDUCATION: EDUCATIONAL (COMMERCIALIZED)),AF17,17,Research and Development,17.4,Commericalization
{6B5F5D9C-7749-492F-A5D6-10799E0A9E8D},AG11 (R&D- ENERGY: COAL (BASIC RESEARCH)),AG11,17,Research and Development,17.3,Technology Base
{B6CD43D0-C907-4F59-AACE-108BD9B19B42},AG12 R&D- ENERGY: COAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AG12,17,Research and Development,17.3,Technology Base
{C9461415-F335-4A8C-94E8-109BD3A4CF51},AG13 (R&D- ENERGY: COAL (ADVANCED DEVELOPMENT)),AG13,17,Research and Development,17.1,Systems Development
{F3BD609B-82D5-4E55-B955-10E17568F17D},AG14 R&D- ENERGY: COAL (ENGINEERING DEVELOPMENT),AG14,17,Research and Development,17.1,Systems Development
{F3C59525-4533-4C3D-8E9A-10FF40EB9CDA},AG15 R&D- ENERGY: COAL (OPERATIONAL SYSTEMS DEVELOPMENT),AG15,17,Research and Development,17.2,Operational Systems Development
{09317F2A-AED4-4C0B-B744-111244DFD34F},AG16 R&D- ENERGY: COAL (MANAGEMENT/SUPPORT),AG16,2,Professional Services,2.3,Management Advisory Services
{647BC84E-925C-426D-ADAF-1123D332D5FC},AG17 R&D- ENERGY: COAL (COMMERCIALIZED),AG17,17,Research and Development,17.4,Commericalization
{E826CD8A-C5B0-4D47-AEA7-112439C5F619},AG21 (R&D- ENERGY: GAS (BASIC RESEARCH)),AG21,17,Research and Development,17.3,Technology Base
{D5CFE728-02E8-48AB-9DB5-1136440A3F84},AG22 (R&D- ENERGY: GAS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG22,17,Research and Development,17.3,Technology Base
{31BA456C-9097-40D0-BE51-113E49AC9A56},AG23 R&D- ENERGY: GAS (ADVANCED DEVELOPMENT),AG23,17,Research and Development,17.1,Systems Development
{E5009CA2-DFBA-49A9-9618-114EC8C48A34},AG24 R&D- ENERGY: GAS (ENGINEERING DEVELOPMENT),AG24,17,Research and Development,17.1,Systems Development
{80598103-010C-4944-8980-1158631D4FFC},AG25 (R&D- ENERGY: GAS (OPERATIONAL SYSTEMS DEVELOPMENT)),AG25,17,Research and Development,17.2,Operational Systems Development
{CCB074CB-D5F1-41BD-BF41-116ECA45654D},AG26 R&D- ENERGY: GAS (MANAGEMENT/SUPPORT),AG26,2,Professional Services,2.3,Management Advisory Services
{121164FB-877D-442B-8B75-11A5F50164BE},AG27 R&D- ENERGY: GAS (COMMERCIALIZED),AG27,17,Research and Development,17.4,Commericalization
{586C4A64-ACCF-415E-A376-11B5C9895C2B},AG31 (R&D- ENERGY: GEOTHERMAL (BASIC RESEARCH)),AG31,17,Research and Development,17.3,Technology Base
{D9362E73-6EB6-47A9-AEB3-11C11C565139},AG32 R&D- ENERGY: GEOTHERMAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AG32,17,Research and Development,17.3,Technology Base
{1449AB2F-3418-4DA7-9DB0-11C869DEF16F},AG33 R&D- ENERGY: GEOTHERMAL (ADVANCED DEVELOPMENT),AG33,17,Research and Development,17.1,Systems Development
{D3F77753-DEA6-4F90-90EA-11D5C4622A6C},AG34 R&D- ENERGY: GEOTHERMAL (ENGINEERING DEVELOPMENT),AG34,17,Research and Development,17.1,Systems Development
{500C7B55-5EDA-4B27-929E-11DA70E0A809},AG35 R&D- ENERGY: GEOTHERMAL (OPERATIONAL SYSTEMS DEVELOPMENT),AG35,17,Research and Development,17.2,Operational Systems Development
{FA3B87B8-0B7C-4963-8118-11E1C0998FFF},AG36 R&D- ENERGY: GEOTHERMAL (MANAGEMENT/SUPPORT),AG36,2,Professional Services,2.3,Management Advisory Services
{86EE09F7-13B6-4979-A18B-1220A670D145},AG37 R&D- ENERGY: GEOTHERMAL (COMMERCIALIZED),AG37,17,Research and Development,17.4,Commericalization
{37D38C8C-066C-4ED8-A1E8-1223867F5D15},AG41 (R&D- ENERGY: WIND (BASIC RESEARCH)),AG41,17,Research and Development,17.3,Technology Base
{08B25850-6CF0-4978-8F10-1225EA048460},AG42 (R&D- ENERGY: WIND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG42,17,Research and Development,17.3,Technology Base
{5AD780EC-7D0A-4A8D-87B6-122CC99D96D9},AG43 R&D- ENERGY: WIND (ADVANCED DEVELOPMENT),AG43,17,Research and Development,17.1,Systems Development
{A120F3A1-5974-4C96-9C9D-123D6C38156C},AG44 (R&D- ENERGY: WIND (ENGINEERING DEVELOPMENT)),AG44,17,Research and Development,17.1,Systems Development
{DE022E7D-C1F7-4AD1-BF7C-1242C3C29174},AG45 R&D- ENERGY: WIND (OPERATIONAL SYSTEMS DEVELOPMENT),AG45,17,Research and Development,17.2,Operational Systems Development
{36521272-017C-42DC-BA4B-1258FD700ABD},AG46 (R&D- ENERGY: WIND (MANAGEMENT/SUPPORT)),AG46,2,Professional Services,2.3,Management Advisory Services
{B192377A-7682-40AD-9270-12697A8D904C},AG47 R&D- ENERGY: WIND (COMMERCIALIZED),AG47,17,Research and Development,17.4,Commericalization
{E4C05149-2FC0-45B5-A030-126A95DFEDED},AG51 (R&D- ENERGY: NUCLEAR (BASIC RESEARCH)),AG51,17,Research and Development,17.3,Technology Base
{AA3469DF-C636-4FEB-BE49-12798379D466},AG52 (R&D- ENERGY: NUCLEAR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG52,17,Research and Development,17.3,Technology Base
{05A86451-4095-4C82-9BE9-12B19260B706},AG53 (R&D- ENERGY: NUCLEAR (ADVANCED DEVELOPMENT)),AG53,17,Research and Development,17.1,Systems Development
{CAB04BC6-FD8A-405E-ACC3-12BD1753BB7C},AG54 (R&D- ENERGY: NUCLEAR (ENGINEERING DEVELOPMENT)),AG54,17,Research and Development,17.1,Systems Development
{D75FDD02-2ABD-418F-9383-12CE43553324},AG55 (R&D- ENERGY: NUCLEAR (OPERATIONAL SYSTEMS DEVELOPMENT)),AG55,17,Research and Development,17.2,Operational Systems Development
{69369EFA-44D3-48F0-84FA-12D19357D42F},AG56 (R&D- ENERGY: NUCLEAR (MANAGEMENT/SUPPORT)),AG56,2,Professional Services,2.3,Management Advisory Services
{B5A1695B-4186-4F2F-AEF0-12E383F6FB0E},AG57 (R&D- ENERGY: NUCLEAR (COMMERCIALIZED)),AG57,17,Research and Development,17.4,Commericalization
{2613F7E2-7BA1-4704-8059-12E9DB03AED1},AG61 (R&D- ENERGY: PETROLEUM (BASIC RESEARCH)),AG61,17,Research and Development,17.3,Technology Base
{B78EDFF1-DFF6-454E-8AB9-12ED900974AA},AG62 (R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG62,17,Research and Development,17.3,Technology Base
{A5C5A8F3-F760-47C4-AC6E-12EF56059DB5},AG63 (R&D- ENERGY: PETROLEUM (ADVANCED DEVELOPMENT)),AG63,17,Research and Development,17.1,Systems Development
{20C52A27-1F35-4C60-8CEE-1351607E3EB7},AG64 (R&D- ENERGY: PETROLEUM (ENGINEERING DEVELOPMENT)),AG64,17,Research and Development,17.1,Systems Development
{23C307E0-1706-445B-A3D3-1365FCC76115},AG65 (R&D- ENERGY: PETROLEUM (OPERATIONAL SYSTEMS DEVELOPMENT)),AG65,17,Research and Development,17.2,Operational Systems Development
{957A703B-6598-412A-B206-136841344164},AG66 (R&D- ENERGY: PETROLEUM (MANAGEMENT/SUPPORT)),AG66,2,Professional Services,2.3,Management Advisory Services
{17C44BD1-EAD6-412D-83C5-136C226EE53E},AG67 R&D- ENERGY: PETROLEUM (COMMERCIALIZED),AG67,17,Research and Development,17.4,Commericalization
{245D999E-8BA9-4441-A81F-1376CE75E45D},AG71 (R&D- ENERGY: SOLAR/PHOTOVOLTAIC (BASIC RESEARCH)),AG71,17,Research and Development,17.3,Technology Base
{6C99346A-0CAA-4260-B6FC-13D63686C50C},AG72 (R&D- ENERGY: SOLAR/PHOTOVOLTAIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG72,17,Research and Development,17.3,Technology Base
{814DEA7D-3EBF-4575-9129-13DA863D7F22},AG73 R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ADVANCED DEVELOPMENT),AG73,17,Research and Development,17.1,Systems Development
{1DFD8D34-D4E0-4894-8CBB-13E4D399AA41},AG74 (R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ENGINEERING DEVELOPMENT)),AG74,17,Research and Development,17.1,Systems Development
{414BC23D-7617-47EE-B0B4-13EEC9744C71},AG75 (R&D- ENERGY: SOLAR/PHOTOVOLTAIC (OPERATIONAL SYSTEMS DEVELOPMENT)),AG75,17,Research and Development,17.2,Operational Systems Development
{C01E3EFD-E074-4BD3-9134-13F48EBA93B9},AG76 (R&D- ENERGY: SOLAR/PHOTOVOLTAIC (MANAGEMENT/SUPPORT)),AG76,2,Professional Services,2.3,Management Advisory Services
{73AAD622-04F1-4788-BCD4-13F5E41E50E3},AG77 R&D- ENERGY: SOLAR/PHOTOVOLTAIC (COMMERCIALIZED),AG77,17,Research and Development,17.4,Commericalization
{2C79A41F-9B02-4211-921A-13FBACB68EF7},AG81 (R&D- ENERGY: CONSERVATION (BASIC RESEARCH)),AG81,17,Research and Development,17.3,Technology Base
{42A61BE4-21D4-46DC-9878-13FD0C5C70BF},AG82 (R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG82,17,Research and Development,17.3,Technology Base
{58F40D0B-164A-46F3-AA29-140815F140E1},AG83 (R&D- ENERGY: CONSERVATION (ADVANCED DEVELOPMENT)),AG83,17,Research and Development,17.1,Systems Development
{26A2BA86-592B-464C-8B77-14251371CE1B},AG84 (R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT)),AG84,17,Research and Development,17.1,Systems Development
{303CCCB8-0099-4B1C-849F-1457DCD38649},AG85 (R&D- ENERGY: CONSERVATION (OPERATIONAL SYSTEMS DEVELOPMENT)),AG85,17,Research and Development,17.2,Operational Systems Development
{14117FDB-C951-4BCC-8BE1-14724DE5FEF5},AG86 (R&D- ENERGY: CONSERVATION (MANAGEMENT/SUPPORT)),AG86,2,Professional Services,2.3,Management Advisory Services
{4EDA9ACE-681C-4D49-B06E-147BCBC04288},AG87 R&D- ENERGY: CONSERVATION (COMMERCIALIZED),AG87,17,Research and Development,17.4,Commericalization
{143BC243-D07A-4120-9C7F-147C449A0A43},AG91 (R&D- ENERGY: OTHER (BASIC RESEARCH)),AG91,17,Research and Development,17.3,Technology Base
{ABEC6C36-A67E-42D3-A8B3-1491D964A061},AG92 (R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AG92,17,Research and Development,17.3,Technology Base
{430134C7-3473-4D2A-84F8-14A6F62FCB59},AG93 (R&D- ENERGY: OTHER (ADVANCED DEVELOPMENT)),AG93,17,Research and Development,17.1,Systems Development
{2DB25C5E-1CBB-40CD-B6EB-14B855E56CBC},AG94 (R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT)),AG94,17,Research and Development,17.1,Systems Development
{4CF9C8F7-2875-4B5E-B904-14BA8972F7A7},AG95 R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),AG95,17,Research and Development,17.2,Operational Systems Development
{D08206D8-FD33-41CB-9EE6-14F61DBD1DE9},AG96 (R&D- ENERGY: OTHER (MANAGEMENT/SUPPORT)),AG96,2,Professional Services,2.3,Management Advisory Services
{D1F8B4D0-22DD-42DA-B126-151464538D04},AG97 (R&D- ENERGY: OTHER (COMMERCIALIZED)),AG97,17,Research and Development,17.4,Commericalization
{BFA9E23A-7FD3-46A9-928A-15464121EE92},AH11 (R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH)),AH11,17,Research and Development,17.3,Technology Base
{6F196974-80D4-4706-850C-155DE08EC6AC},AH12 (R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AH12,17,Research and Development,17.3,Technology Base
{36433B9E-BB2E-4F7F-93D9-15626F1ACFEA},AH13 (R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ADVANCED DEVELOPMENT)),AH13,17,Research and Development,17.1,Systems Development
{CBDBE021-BE09-4C1F-8101-1565EFB60052},AH14 R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ENGINEERING DEVELOPMENT),AH14,17,Research and Development,17.1,Systems Development
{9B46359D-87B3-4327-8950-156D064125FC},AH15 R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),AH15,17,Research and Development,17.2,Operational Systems Development
{F3222366-436E-43F1-B30E-15752B525777},AH16 R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (MANAGEMENT/SUPPORT),AH16,2,Professional Services,2.3,Management Advisory Services
{D1BF87D4-7BDC-4E67-B800-1583373ACF8B},AH17 (R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (COMMERCIALIZED)),AH17,17,Research and Development,17.4,Commericalization
{FE830A41-C87A-4A8C-B99A-1584E680C0E6},AH21 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH)),AH21,17,Research and Development,17.3,Technology Base
{C99E03CD-12BE-4AD3-8BAE-1586323BD4A9},AH22 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AH22,17,Research and Development,17.3,Technology Base
{384629F7-27E0-4340-92A1-15A1FC737391},AH23 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (ADVANCED DEVELOPMENT)),AH23,17,Research and Development,17.1,Systems Development
{9ECE53EC-F9BA-4424-9B59-15F8E1E3AF1F},AH24 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (ENGINEERING DEVELOPMENT)),AH24,17,Research and Development,17.1,Systems Development
{23FBB6F8-E7EC-485E-A53C-1611A3666BE4},AH25 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (OPERATIONAL SYSTEMS DEVELOPMENT)),AH25,17,Research and Development,17.2,Operational Systems Development
{F24D66EC-DED0-41B5-97D0-16137E156D2E},AH26 (R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (MANAGEMENT/SUPPORT)),AH26,2,Professional Services,2.3,Management Advisory Services
